seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_sex
185,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
186,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
187,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
188,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
189,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
190,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
191,102,drugs_alcohol,496,cvd_stroke_cerhem,129944,9023,0,continuous,gday,-0.248461359,0.071505603,0,0,10,10,1,1,1
192,102,drugs_alcohol,496,cvd_stroke_cerhem,129944,9023,0,continuous,gday,0,0.073388284,0,0,20,20,1,1,1
193,102,drugs_alcohol,496,cvd_stroke_cerhem,129944,9023,0,continuous,gday,0.139761942,0.097091082,0,0,30,30,1,1,1
194,102,drugs_alcohol,496,cvd_stroke_cerhem,430713,9023,0,continuous,gday,0.262364264,0.308569081,0,0,23.6772,35.5158,0,1,0
195,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
196,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
197,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.039220713,0.316965936,0,0.930952381,0,5.585714286,0,1,0
198,102,drugs_alcohol,496,cvd_stroke_cerhem,324091,9023,0,continuous,gday,0.688134639,0.316498513,0,0.930952381,7.447619048,11.17142857,0,1,0
199,102,drugs_alcohol,496,cvd_stroke_cerhem,432080,9023,0,continuous,gday,0.916290732,0.839195126,0,0,1.42857143,14.14285716,0,1,0
200,102,drugs_alcohol,496,cvd_stroke_cerhem,298324,9023,0,continuous,gday,-0.261364764,0.197995944,0,0,1.428571429,10,0,1,1
201,102,drugs_alcohol,496,cvd_stroke_cerhem,298324,9023,0,continuous,gday,-0.105360516,0.158808575,0,0,11.42857143,30.00000001,0,1,1
202,102,drugs_alcohol,496,cvd_stroke_cerhem,298315,9023,0,continuous,gday,-0.776528789,0.477500555,0,0,1.42857143,12.85714287,0,1,1
203,102,drugs_alcohol,496,cvd_stroke_cerhem,298315,9023,0,continuous,gday,-1.171182982,0.722758506,0,0,14.2857143,55.71428577,0,1,1
204,102,drugs_alcohol,496,cvd_stroke_cerhem,298315,9023,0,continuous,gday,4.016383021,1.344169895,0,0,57.1428572,85.7142858,0,1,1
205,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
206,102,drugs_alcohol,496,cvd_stroke_cerhem,429803,9023,0,continuous,gday,-0.287682072,0.425581228,0,0,15,22.5,1,1,1
207,102,drugs_alcohol,496,cvd_stroke_cerhem,428518,9023,0,continuous,gday,0.104360015,0.173573509,0,0,14.42857144,35.71428575,0,1,1
208,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
209,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
210,102,drugs_alcohol,496,cvd_stroke_cerhem,298283,9023,0,continuous,gday,-0.105360516,0.326768838,0,0,0,42.61896,1,1,1
211,102,drugs_alcohol,496,cvd_stroke_cerhem,298329,9023,0,continuous,gday,-0.274436846,0.169636812,0,0.333333333,1.428571429,8.571428574,0,1,1
212,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
213,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
214,102,drugs_alcohol,496,cvd_stroke_cerhem,298329,9023,0,continuous,gday,0.058268908,0.103434977,0,0.333333333,10,28.57142858,0,1,1
215,102,drugs_alcohol,496,cvd_stroke_cerhem,298329,9023,0,continuous,gday,-0.162518929,0.145026718,0,0.333333333,30.00000001,48.57142859,0,1,1
216,102,drugs_alcohol,496,cvd_stroke_cerhem,431872,9023,0,continuous,gday,-0.020202707,0.195183847,0,1.714285714,1.714285714,10.28571428,0,1,1
217,102,drugs_alcohol,496,cvd_stroke_cerhem,431872,9023,0,continuous,gday,-0.139262067,0.218058299,0,1.714285714,12,24,0,1,1
218,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
219,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
220,102,drugs_alcohol,496,cvd_stroke_cerhem,429908,9023,0,continuous,gday,1.669591835,0.484881792,0,0,60,90,0,1,1
221,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
222,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
223,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
224,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
225,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
226,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
227,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
228,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
229,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
230,102,drugs_alcohol,496,cvd_stroke_cerhem,373187,9023,0,continuous,gday,0.357674444,0.116520001,0,0,24.78769249,37.18153873,0,1,0
231,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
232,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
233,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
234,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
235,102,drugs_alcohol,496,cvd_stroke_cerhem,298314,9023,0,continuous,gday,1.348073148,0.598099309,0,0,30,45,0,1,0
236,102,drugs_alcohol,496,cvd_stroke_cerhem,298314,9023,0,continuous,gday,-0.061875404,0.619055424,0,0,10,20,0,1,0
237,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
238,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
239,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
240,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
241,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
242,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
243,102,drugs_alcohol,496,cvd_stroke_cerhem,431680,9023,0,continuous,gday,-0.174353387,0.217469189,0,0,15,22.50000001,0,1,1
244,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
245,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
246,102,drugs_alcohol,496,cvd_stroke_cerhem,431872,9023,0,continuous,gday,0.086177696,0.178474412,0,1.714285714,1.714285714,10.28571428,0,1,1
247,102,drugs_alcohol,496,cvd_stroke_cerhem,309695,9023,0,continuous,gday,0.039220713,0.72692596,0,0,1,20,0,1,1
248,102,drugs_alcohol,496,cvd_stroke_cerhem,428518,9023,0,continuous,gday,0.329303747,0.216947107,0,0,35.71428575,53.57142863,0,1,1
249,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,-0.430782916,0.234989011,0,0,0.1,4.9,0,1,1
250,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
251,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
252,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,-0.162518929,0.219439098,0,0,5,14.9,0,1,1
253,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
254,102,drugs_alcohol,496,cvd_stroke_cerhem,429295,9023,0,continuous,gday,-0.105360516,0.446224453,0,0,10.00000001,15.00000002,0,1,1
255,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
256,102,drugs_alcohol,496,cvd_stroke_cerhem,309682,9023,0,continuous,gday,0.357674444,0.351868799,0,0,11.8386,30.78036,0,1,1
257,102,drugs_alcohol,496,cvd_stroke_cerhem,309682,9023,0,continuous,gday,0.300104592,0.326169303,0,0,31.5696,47.3544,0,1,1
258,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
259,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
260,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
261,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
262,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
263,102,drugs_alcohol,496,cvd_stroke_cerhem,431865,9023,0,continuous,gday,0.076961041,0.091837432,0,1.428571429,7.142857145,8.571428574,0,1,1
264,102,drugs_alcohol,496,cvd_stroke_cerhem,431865,9023,0,continuous,gday,0.029558802,0.071951085,0,1.428571429,10,15,0,1,1
265,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
266,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
267,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
268,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
269,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
270,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
271,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
272,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
273,102,drugs_alcohol,496,cvd_stroke_cerhem,155207,9023,0,continuous,gday,-0.186329578,0.14626173,0,0,0.1,4.9,0,1,1
274,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
275,102,drugs_alcohol,496,cvd_stroke_cerhem,431865,9023,0,continuous,gday,-0.020202707,0.080958633,0,1.428571429,2.857142858,5.714285716,0,1,1
276,102,drugs_alcohol,496,cvd_stroke_cerhem,429287,9023,0,continuous,gday,0.277631737,0.175462713,0,0,60,90,1,1,1
277,102,drugs_alcohol,496,cvd_stroke_cerhem,429295,9023,0,continuous,gday,-0.693147181,0.434884717,0,0,0.014285714,2.842857146,0,1,1
278,102,drugs_alcohol,496,cvd_stroke_cerhem,429295,9023,0,continuous,gday,-0.693147181,0.434884717,0,0,2.85714286,9.985714296,0,1,1
279,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
280,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
281,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
282,102,drugs_alcohol,496,cvd_stroke_cerhem,298324,9023,0,continuous,gday,-0.051293294,0.13309309,0,0,30.00000001,45.00000001,0,1,1
283,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
284,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
285,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
286,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
287,102,drugs_alcohol,496,cvd_stroke_cerhem,431865,9023,0,continuous,gday,-0.223143551,0.098228632,0,1.428571429,1.428571429,1.428571429,0,1,1
288,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
289,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
290,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,0
291,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
292,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
293,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
294,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
295,102,drugs_alcohol,496,cvd_stroke_cerhem,298332,9023,0,continuous,gday,0.693147181,0.410570896,0,0,0.77792756,10.89098584,0,1,1
296,102,drugs_alcohol,496,cvd_stroke_cerhem,298332,9023,0,continuous,gday,0.693147181,0.477500555,0,0,11.6689134,30.33917484,0,1,1
297,102,drugs_alcohol,496,cvd_stroke_cerhem,298329,9023,0,continuous,gday,0.173953307,0.116520001,0,0.333333333,50.00000002,75.00000002,0,1,1
298,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,0
299,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
300,102,drugs_alcohol,496,cvd_stroke_cerhem,298331,9023,0,continuous,gday,0.587786665,0.253380554,0,0,64.28571435,96.42857153,1,1,1
301,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
302,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
303,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
304,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
305,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,0
306,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,0
307,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,0
308,102,drugs_alcohol,496,cvd_stroke_cerhem,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,0
309,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,0
310,102,drugs_alcohol,496,cvd_stroke_cerhem,298331,9023,0,continuous,gday,0.329303747,0.246476455,0,0,42.8571429,64.14285721,1,1,1
311,102,drugs_alcohol,496,cvd_stroke_cerhem,431872,9023,0,continuous,gday,0.173953307,0.262914527,0,1.714285714,25.71428571,35.99999999,0,1,1
312,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
313,102,drugs_alcohol,496,cvd_stroke_cerhem,431872,9023,0,continuous,gday,0.518793793,0.142043555,0,1.714285714,35.99999999,53.99999999,0,1,1
314,102,drugs_alcohol,496,cvd_stroke_cerhem,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,0
315,102,drugs_alcohol,496,cvd_stroke_cerhem,298331,9023,0,continuous,gday,-0.072570693,0.238971751,0,0,21.42857145,42.71428576,1,1,1
316,102,drugs_alcohol,496,cvd_stroke_cerhem,298332,9023,0,continuous,gday,0.875468737,0.492323931,0,0,31.1171024,46.6756536,0,1,1
317,102,drugs_alcohol,496,cvd_stroke_cerhem,531081,9023,0,continuous,gday,0.385262400790645,0.304285587685666,0,0,0.112857142857143,11.1728571428571,0,0,0
318,102,drugs_alcohol,496,cvd_stroke_cerhem,531081,9023,0,continuous,gday,0.148420005118273,0.319582389922288,0,0,11.2857142857143,16.9285714285714,0,0,0
319,102,drugs_alcohol,496,cvd_stroke_cerhem,531239,9023,0,continuous,gday,0.802001585472027,0.335417193147384,10,30,30,45,0,0,0
320,102,drugs_alcohol,496,cvd_stroke_cerhem,429966,9023,0,continuous,gday,0.314810739840034,0.449511148235188,0,0,1,33,1,0,0
321,102,drugs_alcohol,496,cvd_stroke_cerhem,429966,9023,0,continuous,gday,0.524728528934982,0.544898244195944,0,0,34,51,1,0,0
322,102,drugs_alcohol,496,cvd_stroke_cerhem,531025,9023,0,continuous,gday,0.22314355131421,0.408742199733543,3.42857142857143,5.14285714285714,6.85714285714286,12,1,0,1
323,102,drugs_alcohol,496,cvd_stroke_cerhem,531031,9023,0,continuous,gday,0.00995033085316809,0.224963912105273,1.71428571428571,10.2857142857143,0,0,1,0,0
324,102,drugs_alcohol,496,cvd_stroke_cerhem,531031,9023,0,continuous,gday,0.0861776962410524,0.234485992321561,1.71428571428571,10.2857142857143,12,22.2857142857143,1,0,0
325,102,drugs_alcohol,496,cvd_stroke_cerhem,531031,9023,0,continuous,gday,0.22314355131421,0.292125587832399,1.71428571428571,10.2857142857143,24,34.2857142857143,1,0,0
326,102,drugs_alcohol,496,cvd_stroke_cerhem,531031,9023,0,continuous,gday,0.182321556793955,0.38671220776104,1.71428571428571,10.2857142857143,36,46.2857142857143,1,0,0
327,102,drugs_alcohol,496,cvd_stroke_cerhem,531031,9023,0,continuous,gday,0.0953101798043249,0.520719471647867,1.71428571428571,10.2857142857143,48,58.2857142857143,1,0,0
328,102,drugs_alcohol,496,cvd_stroke_cerhem,531031,9023,0,continuous,gday,0.819779831493311,0.353086472080728,1.71428571428571,10.2857142857143,60,90,1,0,0
329,102,drugs_alcohol,496,cvd_stroke_cerhem,501860,9023,0,continuous,gday,-0.105360515657826,0.244452788513568,0,0,1,10,1,1,0
330,102,drugs_alcohol,496,cvd_stroke_cerhem,501860,9023,0,continuous,gday,0.482426149244293,0.398572184624777,0,0,11,20,1,1,0
331,102,drugs_alcohol,496,cvd_stroke_cerhem,501860,9023,0,continuous,gday,0.89199803930511,0.35364652069385,0,0,21,31.5,1,1,0
332,102,drugs_alcohol,496,cvd_stroke_cerhem,531053,9023,0,continuous,gday,-0.527632742082372,0.366511534374179,0,0,1,12,1,0,1
333,102,drugs_alcohol,496,cvd_stroke_cerhem,531053,9023,0,continuous,gday,-0.328504066972036,0.416870031893998,0,0,13,36,1,0,1
334,102,drugs_alcohol,496,cvd_stroke_cerhem,531053,9023,0,continuous,gday,-1.56064774826467,1.00797033637281,0,0,37,55.5,1,0,1
335,102,drugs_alcohol,496,cvd_stroke_cerhem,526255,9023,0,continuous,gday,-0.415515443961666,0.193287168800387,0,0,1,25,0,0,1
336,102,drugs_alcohol,496,cvd_stroke_cerhem,526255,9023,0,continuous,gday,-0.328504066972036,0.196841529592204,0,0,26,60,0,0,1
337,102,drugs_alcohol,496,cvd_stroke_cerhem,526255,9023,0,continuous,gday,0.425267735404344,0.183877222421035,0,0,61,91.5,0,0,1
338,102,drugs_alcohol,496,cvd_stroke_cerhem,428498,9023,0,continuous,gday,0.457424847038875,0.0771124673145239,0.142857142857143,39.8571428571429,40,60,0,0,1
339,102,drugs_alcohol,496,cvd_stroke_cerhem,428498,9023,0,continuous,gday,-0.0408219945202552,0.0795356183752147,0.142857142857143,39.8571428571429,40,60,0,0,1
340,102,drugs_alcohol,496,cvd_stroke_cerhem,333090,9023,0,continuous,gday,0.0198026272961797,0.270139549049918,0.12,1.2,1.2,24,1,0,1
341,102,drugs_alcohol,496,cvd_stroke_cerhem,333090,9023,0,continuous,gday,-0.544727175441672,0.466160819982336,0.12,1.2,25.2,48,1,0,1
342,102,drugs_alcohol,496,cvd_stroke_cerhem,333090,9023,0,continuous,gday,0.157003748809665,0.206142129396409,0.12,1.2,49.2,73.8,1,0,1
343,102,drugs_alcohol,496,cvd_stroke_cerhem,429710,9023,0,continuous,gday,0.392042087776024,0.290185639009639,0,0.142857142857143,0,0,1,0,1
344,102,drugs_alcohol,496,cvd_stroke_cerhem,429710,9023,0,continuous,gday,0.548121408509688,0.291295986968527,0,0.142857142857143,0.142857142857143,21.2857142857143,1,0,1
345,102,drugs_alcohol,496,cvd_stroke_cerhem,429710,9023,0,continuous,gday,0.832909122935104,0.28025823690513,0,0.142857142857143,21.4285714285714,42.7142857142857,1,0,1
346,102,drugs_alcohol,496,cvd_stroke_cerhem,429710,9023,0,continuous,gday,0.615185639090233,0.29703154750788,0,0.142857142857143,42.8571428571429,64.1428571428571,1,0,1
347,102,drugs_alcohol,496,cvd_stroke_cerhem,429710,9023,0,continuous,gday,0.765467842139571,0.289162030701319,0,0.142857142857143,64.2857142857143,96.4285714285714,1,0,1
348,102,drugs_alcohol,496,cvd_stroke_cerhem,298334,9023,0,continuous,gday,1.3609765531356,0.516423919514492,0,0,69,103.5,1,0,1
349,102,drugs_alcohol,496,cvd_stroke_cerhem,298334,9023,0,continuous,gday,0,0.389300077422206,0,0,1,68,1,0,1
