seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_inc
189,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
190,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
191,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
192,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
193,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
194,102,drugs_alcohol,495,cvd_stroke_isch,298328,9023,0,continuous,gday,0.122217633,0.215160557,0,0,14.00269608,26.005007,0,1,1
195,102,drugs_alcohol,495,cvd_stroke_isch,432120,9023,0,continuous,gday,-0.020202707,0.233747636,0,0,0.142857143,21.42857145,0,1,1
196,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
197,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
198,102,drugs_alcohol,495,cvd_stroke_isch,155207,9023,0,continuous,gday,-0.274436846,0.172054859,0,0,5,14.9,0,1,1
199,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
200,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
201,102,drugs_alcohol,495,cvd_stroke_isch,324087,9023,0,continuous,gday,-0.400477567,0.195530218,0,0.434444444,0.434444444,26.06666664,0,1,1
202,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
203,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
204,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
205,102,drugs_alcohol,495,cvd_stroke_isch,298322,9023,0,continuous,gday,-0.223143551,0.130312659,0,0,10,20,0,1,1
206,102,drugs_alcohol,495,cvd_stroke_isch,298322,9023,0,continuous,gday,-0.356674944,0.201137082,0,0,30,45,0,1,1
207,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
208,102,drugs_alcohol,495,cvd_stroke_isch,357435,9023,0,continuous,gday,1.057790294,0.211892391,0,0,0,17.14285715,0,1,1
209,102,drugs_alcohol,495,cvd_stroke_isch,298313,9023,0,continuous,gday,0.78845736,0.430203815,0,0,1.42857143,14.14285716,0,1,1
210,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
211,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
212,102,drugs_alcohol,495,cvd_stroke_isch,430002,9023,0,continuous,gday,-0.051293294,0.281799644,0,1.42857143,1.42857143,14.2857143,0,1,1
213,102,drugs_alcohol,495,cvd_stroke_isch,298313,9023,0,continuous,gday,0.518793793,0.384051755,0,0,42.8571429,64.28571435,0,1,1
214,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,-0.261364764,0.24416141,0,0,0,12,0,1,1
215,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
216,102,drugs_alcohol,495,cvd_stroke_isch,298313,9023,0,continuous,gday,0.570979547,1.037922213,0,0,42.8571429,64.28571435,0,1,1
217,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
218,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,-0.820980552,0.522370623,0,0,12,24,0,1,1
219,102,drugs_alcohol,495,cvd_stroke_isch,429454,9023,0,continuous,gday,0.438254931,0.278361559,0,0,10,29.9,0,1,1
220,102,drugs_alcohol,495,cvd_stroke_isch,429454,9023,0,continuous,gday,0.09531018,0.37220758,0,0,30,45,0,1,1
221,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
222,102,drugs_alcohol,495,cvd_stroke_isch,324091,9023,0,continuous,gday,-0.020202707,0.108760891,0,0.930952381,0,5.585714286,0,1,1
223,102,drugs_alcohol,495,cvd_stroke_isch,324091,9023,0,continuous,gday,0.058268908,0.119138521,0,0.930952381,7.447619048,31.65238095,0,1,1
224,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
225,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
226,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
227,102,drugs_alcohol,495,cvd_stroke_isch,431680,9023,0,continuous,gday,-0.051293294,0.14275913,0,0,1.428571429,4.285714287,0,1,1
228,102,drugs_alcohol,495,cvd_stroke_isch,431680,9023,0,continuous,gday,-0.198450939,0.132730706,0,0,5.714285716,15,0,1,1
229,102,drugs_alcohol,495,cvd_stroke_isch,431680,9023,0,continuous,gday,-0.174353387,0.217469189,0,0,15,22.50000001,0,1,1
230,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
231,102,drugs_alcohol,495,cvd_stroke_isch,298331,9023,0,continuous,gday,0.067658648,0.153154451,0,0,20.00000002,42.71428576,0,1,1
232,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
233,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
234,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
235,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
236,102,drugs_alcohol,495,cvd_stroke_isch,428833,9023,0,continuous,gday,-0.891598119,0.212065694,0,0,30,40,0,1,1
237,102,drugs_alcohol,495,cvd_stroke_isch,155207,9023,0,continuous,gday,0.336472237,0.248724064,0,0,30,45,0,1,1
238,102,drugs_alcohol,495,cvd_stroke_isch,155207,9023,0,continuous,gday,-0.162518929,0.219439098,0,0,5,14.9,0,1,1
239,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
240,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
241,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
242,102,drugs_alcohol,495,cvd_stroke_isch,298329,9023,0,continuous,gday,-0.139262067,0.072547749,0,0.4109589,12.5,35.71428572,0,1,1
243,102,drugs_alcohol,495,cvd_stroke_isch,430713,9023,0,continuous,gday,0.173953307,0.339679553,0,0,0.78924,7.10316,0,1,1
244,102,drugs_alcohol,495,cvd_stroke_isch,429966,9023,0,continuous,gday,0.336472237,0.29285843,1,33,34,51,0,1,1
245,102,drugs_alcohol,495,cvd_stroke_isch,429966,9023,0,continuous,gday,-0.048790164,0.228360665,0,0,1,33,0,1,1
246,102,drugs_alcohol,495,cvd_stroke_isch,298322,9023,0,continuous,gday,-0.105360516,0.115302327,0,0,0,0.333333333,0,1,1
247,102,drugs_alcohol,495,cvd_stroke_isch,298322,9023,0,continuous,gday,-0.105360516,0.115302327,0,0,0.333333333,9.666666657,0,1,1
248,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,-0.261364764,0.24416141,0,0,0,12,0,1,1
249,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
250,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,-0.820980552,0.522370623,0,0,12,24,0,1,1
251,102,drugs_alcohol,495,cvd_stroke_isch,298313,9023,0,continuous,gday,0.058268908,0.778243471,0,0,1.42857143,14.14285716,0,1,1
252,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
253,102,drugs_alcohol,495,cvd_stroke_isch,309734,9023,0,continuous,gday,0.19062036,0.063049003,0,0,60.00000006,99.85714296,1,1,1
254,102,drugs_alcohol,495,cvd_stroke_isch,373187,9023,0,continuous,gday,0.09531018,0.14581428,0,0,24.78769249,37.18153873,0,1,1
255,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
256,102,drugs_alcohol,495,cvd_stroke_isch,432105,9023,0,continuous,gday,1.386294361,0.989536518,0,42.8571429,42.8571429,64.28571435,0,1,1
257,102,drugs_alcohol,495,cvd_stroke_isch,430713,9023,0,continuous,gday,-0.261364764,0.263053829,0,0,7.8924,11.8386,0,1,1
258,102,drugs_alcohol,495,cvd_stroke_isch,431657,9023,0,continuous,gday,0.131028262,0.380524203,0,0,11.42857143,24,0,1,1
259,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
260,102,drugs_alcohol,495,cvd_stroke_isch,431967,9023,0,continuous,gday,0.418710335,0.119898885,0,0,30,45,0,1,1
261,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
262,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
263,102,drugs_alcohol,495,cvd_stroke_isch,298325,9023,0,continuous,gday,-0.223143551,0.337182612,0,0,0.1,11,0,1,1
264,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
265,102,drugs_alcohol,495,cvd_stroke_isch,298325,9023,0,continuous,gday,-0.223143551,0.337182612,0,0,24,36,0,1,1
266,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
267,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
268,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
269,102,drugs_alcohol,495,cvd_stroke_isch,298329,9023,0,continuous,gday,-0.061875404,0.104536931,0,0.4109589,1.785714286,10.71428572,0,1,1
270,102,drugs_alcohol,495,cvd_stroke_isch,298328,9023,0,continuous,gday,-0.287682072,0.16004995,0,0,2.000385154,12.00231092,0,1,1
271,102,drugs_alcohol,495,cvd_stroke_isch,298328,9023,0,continuous,gday,-0.127833372,0.143861084,0,0,0,2.000385154,0,1,1
272,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
273,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
274,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
275,102,drugs_alcohol,495,cvd_stroke_isch,431865,9023,0,continuous,gday,0.139761942,0.0997906,0,1.428571429,7.142857145,8.571428574,0,1,1
276,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
277,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
278,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
279,102,drugs_alcohol,495,cvd_stroke_isch,298329,9023,0,continuous,gday,-0.010050336,0.092848311,0,0.4109589,62.50000001,93.75000002,0,1,1
280,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
281,102,drugs_alcohol,495,cvd_stroke_isch,298329,9023,0,continuous,gday,-0.15082289,0.093807342,0,0.4109589,37.50000001,60.71428572,0,1,1
282,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
283,102,drugs_alcohol,495,cvd_stroke_isch,298314,9023,0,continuous,gday,0.019802627,0.488818413,0,0,0,10,0,1,1
284,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
285,102,drugs_alcohol,495,cvd_stroke_isch,429434,9023,0,continuous,gday,-0.198450939,0.135126048,0,0,15,29.9,0,1,1
286,102,drugs_alcohol,495,cvd_stroke_isch,429434,9023,0,continuous,gday,0.157003749,0.13987659,0,0,30,45,0,1,1
287,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
288,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
289,102,drugs_alcohol,495,cvd_stroke_isch,309734,9023,0,continuous,gday,-0.010050336,0.061520933,0,0,0,20.00000002,1,1,1
290,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
291,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,0.131028262,0.484538299,0,0,24,36,0,1,1
292,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
293,102,drugs_alcohol,495,cvd_stroke_isch,309734,9023,0,continuous,gday,0.113328685,0.052337002,0,0,20.00000002,39.8571429,1,1,1
294,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
295,102,drugs_alcohol,495,cvd_stroke_isch,298325,9023,0,continuous,gday,-0.223143551,0.262658015,0,0,12,23,0,1,1
296,102,drugs_alcohol,495,cvd_stroke_isch,298325,9023,0,continuous,gday,-0.105360516,0.280258237,0,0,24,36,0,1,1
297,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
298,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
299,102,drugs_alcohol,495,cvd_stroke_isch,430713,9023,0,continuous,gday,-0.116533816,0.275304644,0,0,0.78924,22.88796,0,1,1
300,102,drugs_alcohol,495,cvd_stroke_isch,430713,9023,0,continuous,gday,0.262364264,0.308569081,0,0,23.6772,35.5158,0,1,1
301,102,drugs_alcohol,495,cvd_stroke_isch,298330,9023,0,continuous,gday,-1.021651248,0.707293041,0,0,23,45.9,1,1,1
302,102,drugs_alcohol,495,cvd_stroke_isch,428941,9023,0,continuous,gday,0.412109651,0.097237861,0,32,32,48,0,1,1
303,102,drugs_alcohol,495,cvd_stroke_isch,428941,9023,0,continuous,gday,-0.139262067,0.172675168,0,24,24,36,0,1,1
304,102,drugs_alcohol,495,cvd_stroke_isch,298325,9023,0,continuous,gday,-0.356674944,0.31958239,0,0,12,23,0,1,1
305,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
306,102,drugs_alcohol,495,cvd_stroke_isch,298325,9023,0,continuous,gday,-0.105360516,0.197242318,0,0,0.1,11,0,1,1
307,102,drugs_alcohol,495,cvd_stroke_isch,428833,9023,0,continuous,gday,-1.078809661,0.134207422,0,0,0,10,0,1,1
308,102,drugs_alcohol,495,cvd_stroke_isch,309734,9023,0,continuous,gday,0.131028262,0.051416561,0,0,40.00000004,59.85714292,1,1,1
309,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
310,102,drugs_alcohol,495,cvd_stroke_isch,432083,9023,0,continuous,gday,-0.78845736,0.185188011,0,0,0,17.14285716,0,1,1
311,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
312,102,drugs_alcohol,495,cvd_stroke_isch,298331,9023,0,continuous,gday,-0.072570693,0.157340358,0,0,0.142857143,21.28571431,0,1,1
313,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
314,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
315,102,drugs_alcohol,495,cvd_stroke_isch,298331,9023,0,continuous,gday,0.122217633,0.202354755,0,0,64.28571435,96.42857153,0,1,1
316,102,drugs_alcohol,495,cvd_stroke_isch,428833,9023,0,continuous,gday,-0.820980552,0.148221909,0,0,10,20,0,1,1
317,102,drugs_alcohol,495,cvd_stroke_isch,298283,9023,0,continuous,gday,0.336472237,0.269401192,0,0,0,42.61896,1,1,1
318,102,drugs_alcohol,495,cvd_stroke_isch,428833,9023,0,continuous,gday,0.09531018,0.180114945,0,0,50,60,0,1,1
319,102,drugs_alcohol,495,cvd_stroke_isch,155207,9023,0,continuous,gday,-0.430782916,0.234989011,0,0,0.1,4.9,0,1,1
320,102,drugs_alcohol,495,cvd_stroke_isch,298283,9023,0,continuous,gday,0.587786665,0.296722145,0,0,42.61896,63.92844,1,1,1
321,102,drugs_alcohol,495,cvd_stroke_isch,428833,9023,0,continuous,gday,0.343589704,0.212596051,0,0,70,105,0,1,1
322,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
323,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
324,102,drugs_alcohol,495,cvd_stroke_isch,298322,9023,0,continuous,gday,-0.356674944,0.149945578,0,0,10,20,0,1,1
325,102,drugs_alcohol,495,cvd_stroke_isch,298322,9023,0,continuous,gday,-0.105360516,0.115302327,0,0,0,0.333333333,0,1,1
326,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
327,102,drugs_alcohol,495,cvd_stroke_isch,432248,9023,0,continuous,gday,1.965712776,0.86178772,0,0,120,180,0,1,1
328,102,drugs_alcohol,495,cvd_stroke_isch,324091,9023,0,continuous,gday,0.270027137,0.179581147,0,0.930952381,33.51428572,50.27142857,0,1,1
329,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
330,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
331,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
332,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
333,102,drugs_alcohol,495,cvd_stroke_isch,431865,9023,0,continuous,gday,0.076961041,0.08022789,0,1.428571429,10,15,0,1,1
334,102,drugs_alcohol,495,cvd_stroke_isch,298331,9023,0,continuous,gday,0.300104592,0.168808925,0,0,42.8571429,64.14285721,0,1,1
335,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
336,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,0.131028262,0.484538299,0,0,24,36,0,1,1
337,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
338,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
339,102,drugs_alcohol,495,cvd_stroke_isch,431657,9023,0,continuous,gday,2.136530509,0.438158181,0,0,25.14285715,37.71428572,0,1,1
340,102,drugs_alcohol,495,cvd_stroke_isch,324091,9023,0,continuous,gday,0.058268908,0.119138521,0,0.930952381,7.447619048,31.65238095,0,1,1
341,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
342,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
343,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,-0.2390169,0.062333102,0,0.1,0.1,4.9,0,1,1
344,102,drugs_alcohol,495,cvd_stroke_isch,432248,9023,0,continuous,gday,1.786746927,0.625256403,0,0,41,120,0,1,1
345,102,drugs_alcohol,495,cvd_stroke_isch,432083,9023,0,continuous,gday,-0.587786665,0.255944416,0,0,0,25.71428574,0,1,1
346,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
347,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
348,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
349,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,0.131028262,0.484538299,0,0,24,36,0,1,1
350,102,drugs_alcohol,495,cvd_stroke_isch,298330,9023,0,continuous,gday,0.887891257,0.58706264,0,0,46,69,1,1,1
351,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.3074847,0.105722903,0.1,4.9,60,90,0,1,1
352,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.104360015,0.064110824,0.1,4.9,15,29.9,0,1,1
353,102,drugs_alcohol,495,cvd_stroke_isch,429454,9023,0,continuous,gday,-0.356674944,0.282375278,0,0,0.1,9.9,0,1,1
354,102,drugs_alcohol,495,cvd_stroke_isch,432248,9023,0,continuous,gday,0.336472237,0.877002729,0,0,1,40,0,1,1
355,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,-0.261364764,0.24416141,0,0,0,12,0,1,1
356,102,drugs_alcohol,495,cvd_stroke_isch,432248,9023,0,continuous,gday,2.05284086,1.047854538,0,0,40,60,0,1,1
357,102,drugs_alcohol,495,cvd_stroke_isch,298330,9023,0,continuous,gday,-0.248461359,0.220399212,0,0,0.1,22.9,1,1,1
358,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
359,102,drugs_alcohol,495,cvd_stroke_isch,432248,9023,0,continuous,gday,-0.15082289,0.646856881,0,0,1,40,0,1,1
360,102,drugs_alcohol,495,cvd_stroke_isch,432083,9023,0,continuous,gday,0.470003629,0.188162996,0,25.71428574,43.00000004,61.42857149,0,1,1
361,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
362,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.094310679,0.164955909,0,0,24.17000001,36.25500001,0,1,1
363,102,drugs_alcohol,495,cvd_stroke_isch,298323,9023,0,continuous,gday,-0.820980552,0.522370623,0,0,12,24,0,1,1
364,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
365,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.15082289,0.065618078,0,0,0,10,0,1,1
366,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.058268908,0.052636845,0.1,4.9,5,14.9,0,1,1
367,102,drugs_alcohol,495,cvd_stroke_isch,431103,9023,0,continuous,gday,0.113328685,0.072729956,0.1,4.9,30,59.9,0,1,1
368,102,drugs_alcohol,495,cvd_stroke_isch,428293,9023,0,continuous,gday,-0.020202707,0.105552018,0,0,11.42857143,24.17000001,0,1,1
369,102,drugs_alcohol,495,cvd_stroke_isch,531081,9023,0,continuous,gday,0.231111720963387,0.122462746198785,0,0,0.112857142857143,11.1728571428571,0,0,0
370,102,drugs_alcohol,495,cvd_stroke_isch,531081,9023,0,continuous,gday,0.139761942375159,0.129738751028565,0,0,11.2857142857143,16.9285714285714,0,0,0
371,102,drugs_alcohol,495,cvd_stroke_isch,531214,9023,0,continuous,gday,0.832909122935104,0.410570896029107,12,48,60,90,0,0,0
372,102,drugs_alcohol,495,cvd_stroke_isch,531025,9023,0,continuous,gday,0.765467842139571,0.429083827874728,3.42857142857143,5.14285714285714,6.85714285714286,12,1,0,1
373,102,drugs_alcohol,495,cvd_stroke_isch,531037,9023,0,continuous,gday,-0.342490308946776,0.0931412787205605,0,0,1,30,0,0,1
374,102,drugs_alcohol,495,cvd_stroke_isch,531037,9023,0,continuous,gday,0.165514438477573,0.201137081725579,0,0,1,30,0,0,1
375,102,drugs_alcohol,495,cvd_stroke_isch,531037,9023,0,continuous,gday,-0.22314355131421,0.0798703540758034,0,0,31,46.5,0,0,1
376,102,drugs_alcohol,495,cvd_stroke_isch,531037,9023,0,continuous,gday,0.0861776962410524,0.132128339677259,0,0,31,46.5,0,0,1
377,102,drugs_alcohol,495,cvd_stroke_isch,531053,9023,0,continuous,gday,-0.415515443961666,0.204280062436814,0,0,1,12,1,0,1
378,102,drugs_alcohol,495,cvd_stroke_isch,531053,9023,0,continuous,gday,-0.0725706928348354,0.21733948114454,0,0,13,36,1,0,1
379,102,drugs_alcohol,495,cvd_stroke_isch,531053,9023,0,continuous,gday,-0.356674943938732,0.35364652069385,0,0,37,55.5,1,0,1
